Story_Title,Question,Attempt_Count,First_Correct,Last_Correct,Improvement_Pattern
tutti in gita!,Perché le maestre si disperano?,4,True,True,Stayed Correct
un fantasma a pallini,Come si chiama il fantasma?,3,True,True,Stayed Correct
un fantasma a pallini,Come si sente Macchia con il lenzuolo a pallini?,3,False,False,Stayed Wrong
un fantasma a pallini,Con cosa si macchia alla cioccolateria?,3,True,True,Stayed Correct
un fantasma a pallini,Con cosa si macchia nel prato?,3,True,True,Stayed Correct
un fantasma a pallini,Cosa deve fare ogni mattina Macchia?,3,True,True,Stayed Correct
un fantasma a pallini,Cosa fa Macchia alla fine della storia?,3,False,False,Stayed Wrong
un fantasma a pallini,Cosa fa il fantasma ogni notte?,3,True,True,Stayed Correct
un fantasma a pallini,Dove compra il nuovo lenzuolo?,3,True,True,Stayed Correct
un fantasma a pallini,Dove si macchia di pomodoro?,3,False,False,Stayed Wrong
un fantasma a pallini,Perché Macchia compra un lenzuolo a pallini?,3,True,True,Stayed Correct
un libro divertente,Chi sono le protagoniste?,4,True,True,Stayed Correct
un libro divertente,Come si chiama il libro che sta leggendo Giulia?,4,True,True,Stayed Correct
un libro divertente,Come termina la telefonata?,4,True,True,Stayed Correct
un libro divertente,Com’è la copertina del libro?,4,True,True,Stayed Correct
un libro divertente,Cosa decide Paola di fare?,4,True,True,Stayed Correct
un libro divertente,Cosa fa Giulia un lunedì sera?,4,True,True,Stayed Correct
un libro divertente,Cosa racconta Giulia a Paola?,4,True,True,Stayed Correct
un libro divertente,Cosa succede mentre legge?,4,True,True,Stayed Correct
un libro divertente,Dove si trova il libro in biblioteca?,4,False,True,Improved
un libro divertente,Quanti capitoli ha già letto Giulia?,4,False,True,Improved
una bella sorpresa,Che animale disegna Angelo?,2,True,True,Stayed Correct
una bella sorpresa,Che animale disegna Maura?,2,True,True,Stayed Correct
una bella sorpresa,Chi chiama i bambini?,2,True,True,Stayed Correct
una bella sorpresa,Come si sentono i bambini alla fine?,2,False,False,Stayed Wrong
una bella sorpresa,Come viene descritto il gattino?,2,True,False,Worsened
una bella sorpresa,Cosa disegna Maura?,2,True,True,Stayed Correct
una bella sorpresa,Cosa stanno facendo Maura e Angelo?,2,True,True,Stayed Correct
una bella sorpresa,Cosa trovano i bambini uscendo?,2,True,True,Stayed Correct
una bella sorpresa,Cosa vuole mettere Angelo nel giardino?,2,True,True,Stayed Correct
una bella sorpresa,Di che colore è il gattino disegnato da Angelo?,3,True,False,Worsened
una sciarpa per la scuola,Che cosa pende dai ferri da maglia?,2,True,True,Stayed Correct
una sciarpa per la scuola,Chi può aiutare a fare la sciarpa?,2,True,True,Stayed Correct
una sciarpa per la scuola,Cosa chiede Riccardo?,2,True,True,Stayed Correct
una sciarpa per la scuola,Cosa fa il maestro Camillo la sera?,2,False,False,Stayed Wrong
una sciarpa per la scuola,Cosa fanno i bambini quando sentono l’idea del maestro?,2,True,True,Stayed Correct
una sciarpa per la scuola,Cosa propone il maestro ai bambini?,2,True,True,Stayed Correct
una sciarpa per la scuola,Cosa tira fuori il maestro Camillo dallo zaino?,2,True,True,Stayed Correct
una sciarpa per la scuola,Cosa vuole fare il maestro con la sciarpa?,2,True,True,Stayed Correct
una sciarpa per la scuola,Perché il maestro vuole fare la sciarpa più lunga del mondo?,2,True,False,Worsened
una sciarpa per la scuola,Qual è il messaggio del maestro Camillo?,2,True,True,Stayed Correct
