Story_Title,Question,User_Answer,Correct_Answer,Is_Correct,Date
la gallina e lo sciacallo,Da dove viene questa favola?,italia,tagikistan,False,2025-09-04 15:13:16
la gallina e lo sciacallo,Chi incontra la gallina?,uno sciacallo,uno sciacallo,True,2025-09-04 15:18:30
la gallina e lo sciacallo,La gallina crede allo sciacallo?,"no, è prudente",corre giù,False,2025-09-04 15:18:49
la gallina e lo sciacallo,Qual è la morale della favola?,essere prudenti,essere forti,False,2025-09-04 15:19:12
il gigante e l'ondina,Chi è l’ondina?,una fata delle acque,una fata delle acque,True,2025-09-04 16:39:54
il gigante e l'ondina,Cosa faceva all’alba e al tramonto?,usciva dall’acqua per cantare,usciva dall’acqua per cantare,True,2025-09-04 16:40:10
il gigante e l'ondina,Cosa succede quando l’ondina non si fa più vedere?,il gigante spinge le acque del mare,il gigante spinge le acque del mare,True,2025-09-04 16:40:16
il gigante e l'ondina,Quanto tempo riposa il gigante?,sei ore,sei ore,True,2025-09-04 16:40:34
il gigante e l'ondina,Cosa copriva il corpo del gigante?,alghe e gabbiani,alghe e gabbiani,True,2025-09-04 16:40:39
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-04 16:40:46
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per la forza del vento,per il movimento del gigante,False,2025-09-04 16:40:52
il gigante e l'ondina,Dove si svolge la storia?,sulla sponda del mare,sulla sonda del mare,False,2025-09-04 16:41:05
come la notte scese sul mondo,Cosa non esisteva tanto tempo fa?,il sole,il sole,True,2025-09-05 19:21:58
come la notte scese sul mondo,Cosa desideravano gli indio?,avere un po’ di oscurità,dormire al sole,False,2025-09-05 19:22:26
come la notte scese sul mondo,Chi custodiva il buio?,un demone nella foresta,un demone nella foresta,True,2025-09-05 19:22:47
come la notte scese sul mondo,Cosa portavano i guerrieri?,frecce e cerbottane,frecce e cerbottane,True,2025-09-05 19:23:05
come la notte scese sul mondo,Cosa rompevano i guerrieri la prima volta?,una pentolina,una pentolina,True,2025-09-05 19:24:01
come la notte scese sul mondo,Cosa uscì dalla pentolina?,tanto buio,poco buio,False,2025-09-05 19:24:14
come la notte scese sul mondo,Cosa fecero quando finì il buio?,ritornarono nella foresta,ritornarono nella foresta,True,2025-09-05 19:24:28
come la notte scese sul mondo,Cosa ruppero la seconda volta?,una pentola piccola,una pentola piccola,True,2025-09-05 19:24:48
come la notte scese sul mondo,Cosa uscì dal pentolone?,buio,buio,True,2025-09-05 19:25:08
come la notte scese sul mondo,Da quel momento cosa esiste?,il giorno,la notte,False,2025-09-05 19:25:24
come la notte scese sul mondo,Cosa non esisteva tanto tempo fa?,il buio,il sole,False,2025-09-05 19:29:38
come la notte scese sul mondo,Cosa uscì dalla pentolina?,poco buio,poco buio,True,2025-09-05 19:29:57
come la notte scese sul mondo,Cosa ruppero la seconda volta?,il pentolone grande,una pentola piccola,False,2025-09-05 19:30:06
come la notte scese sul mondo,Da quel momento cosa esiste?,la notte,la notte,True,2025-09-05 19:30:15
il gigante e l'ondina,Chi è l’ondina?,una fata delle acque,una fata delle acque,True,2025-09-06 12:22:30
il gigante e l'ondina,Cosa faceva all’alba e al tramonto?,usciva dall’acqua per cantare,usciva dall’acqua per cantare,True,2025-09-06 12:22:38
il gigante e l'ondina,Cosa succede quando l’ondina non si fa più vedere?,il gigante spinge le acque del mare,il gigante spinge le acque del mare,True,2025-09-06 12:22:47
il gigante e l'ondina,Quanto tempo riposa il gigante?,sei ore,sei ore,True,2025-09-06 12:24:58
il gigante e l'ondina,Cosa copriva il corpo del gigante?,alghe e gabbiani,alghe e gabbiani,True,2025-09-06 12:25:05
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-06 12:25:15
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per il movimento del gigante,per il movimento del gigante,True,2025-09-06 12:25:23
il gigante e l'ondina,Dove si svolge la storia?,sulla sponda del mare,sulla sonda del mare,False,2025-09-06 12:25:36
il gigante e l'ondina,Chi ha scritto questa storia?,saro de la iglesia,saro de la iglesia,True,2025-09-06 12:25:43
incontro con il mammut,Come si chiama la bambina protagonista?,petra,petra,True,2025-09-11 16:48:27
incontro con il mammut,In quale epoca vive la bambina?,nell’età della pietra,nell’età della pietra,True,2025-09-11 16:48:45
incontro con il mammut,Dove va Petra a prendere l’acqua?,alla sorgente,alla sorgente,True,2025-09-11 16:49:07
incontro con il mammut,Cosa sente Petra nel bosco?,dei passi tra i cespugli,dei passi tra i cespugli,True,2025-09-11 16:49:52
incontro con il mammut,Cosa sente Petra nel bosco?,il verso dei lupi,dei passi tra i cespugli,False,2025-09-11 16:49:52
incontro con il mammut,Dove si nasconde Petra?,su un albero,su un albero,True,2025-09-11 16:50:41
incontro con il mammut,Chi sbuca tra le foglie?,un piccolo mammut,un piccolo mammut,True,2025-09-11 16:50:56
incontro con il mammut,Come chiama Petra il mammut?,barrù,barrù,True,2025-09-11 16:51:01
incontro con il mammut,Cosa fa Petra per fargli amicizia?,gli offre una mela,gli offre una mela,True,2025-09-11 16:51:07
incontro con il mammut,Come reagisce il mammut?,scappa via,abbraccia petra,False,2025-09-11 16:51:12
incontro con il mammut,Come si sentono alla fine?,felici e amici,felici e amici,True,2025-09-11 16:51:20
la gallina e lo sciacallo,Chi incontra la gallina?,uno sciacallo,uno sciacallo,True,2025-09-15 17:44:05
la gallina e lo sciacallo,Cosa fa la gallina quando vede lo sciacallo?,sale su un albero,corre via,False,2025-09-15 17:44:16
la gallina e lo sciacallo,Cosa dice lo sciacallo?,che gli animali hanno fatto pace,che gli animali hanno fatto pace,True,2025-09-15 17:44:30
la gallina e lo sciacallo,La gallina crede allo sciacallo?,"no, è prudente",corre giù,False,2025-09-15 17:45:09
la gallina e lo sciacallo,Cosa vede la gallina da sopra l’albero?,un branco di cani,un branco di cani,True,2025-09-15 17:45:24
la gallina e lo sciacallo,Cosa fa lo sciacallo appena sente dei cani?,corre via,corre via,True,2025-09-15 17:45:34
la gallina e lo sciacallo,Cosa gli grida la gallina?,perché scappi?,perché scappi?,True,2025-09-15 17:45:45
la gallina e lo sciacallo,Cosa risponde lo sciacallo?,che i cani non sanno ancora la notizia,che i cani non sanno ancora la notizia,True,2025-09-15 17:45:55
la gallina e lo sciacallo,Qual è la morale della favola?,essere coraggiosi,essere forti,False,2025-09-15 17:46:10
la gallina e lo sciacallo,Da dove viene questa favola?,italia,tagikistan,False,2025-09-15 17:46:23
la gallina e lo sciacallo,Qual è la morale della favola?,essere prudenti,essere forti,False,2025-09-15 18:00:36
il gigante e l'ondina,Chi è l’ondina?,una fata delle acque,una fata delle acque,True,2025-09-15 18:35:35
il gigante e l'ondina,Cosa faceva all’alba e al tramonto?,usciva dall’acqua per cantare,usciva dall’acqua per cantare,True,2025-09-15 18:35:41
il gigante e l'ondina,Cosa succede quando l’ondina non si fa più vedere?,il gigante spinge le acque del mare,il gigante spinge le acque del mare,True,2025-09-15 18:35:52
il gigante e l'ondina,Quanto tempo riposa il gigante?,sei ore,sei ore,True,2025-09-15 18:36:10
il gigante e l'ondina,Cosa copriva il corpo del gigante?,alghe e gabbiani,alghe e gabbiani,True,2025-09-15 18:36:15
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-15 18:36:23
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-09-15 18:36:23
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per il movimento del gigante,per il movimento del gigante,True,2025-09-15 18:36:30
il gigante e l'ondina,Dove si svolge la storia?,sulla sponda del mare,sulla sonda del mare,False,2025-09-15 18:36:40
il gigante e l'ondina,Chi ha scritto questa storia?,gianni rodari,saro de la iglesia,False,2025-09-15 18:36:51
il gigante e l'ondina,Chi ha scritto questa storia?,gianni rodari,saro de la iglesia,False,2025-09-15 18:36:51
incontro con il mammut,Come si chiama la bambina protagonista?,petra,petra,True,2025-09-16 08:38:37
incontro con il mammut,In quale epoca vive la bambina?,nell’età della pietra,nell’età della pietra,True,2025-09-16 08:38:45
incontro con il mammut,Dove va Petra a prendere l’acqua?,alla sorgente,alla sorgente,True,2025-09-16 08:39:09
incontro con il mammut,Cosa sente Petra nel bosco?,dei passi tra i cespugli,dei passi tra i cespugli,True,2025-09-16 08:39:18
incontro con il mammut,Dove si nasconde Petra?,su un albero,su un albero,True,2025-09-16 08:39:26
incontro con il mammut,Chi sbuca tra le foglie?,un piccolo mammut,un piccolo mammut,True,2025-09-16 08:39:39
incontro con il mammut,Come chiama Petra il mammut?,barrù,barrù,True,2025-09-16 08:39:46
incontro con il mammut,Cosa fa Petra per fargli amicizia?,gli offre una mela,gli offre una mela,True,2025-09-16 08:40:05
incontro con il mammut,Come reagisce il mammut?,abbraccia petra,abbraccia petra,True,2025-09-16 08:40:30
incontro con il mammut,Come si sentono alla fine?,felici e amici,felici e amici,True,2025-09-16 08:40:37
un momento eroico,Chi è il protagonista della storia?,edoardo,edoardo,True,2025-09-25 17:36:25
un momento eroico,Cosa fa Edoardo alla mamma?,le chiude la porta,le chiude la porta,True,2025-09-25 17:36:33
un momento eroico,Perché la mamma si preoccupa?,perché ci sono pericoli in casa,perché non trova le chiavi,False,2025-09-25 17:36:43
un momento eroico,Chi aiuta Edoardo a restare tranquillo?,i genitori,la banda della classe,False,2025-09-25 17:36:59
un momento eroico,Cosa raccontano a Edoardo?,la favola,una barzelletta,False,2025-09-25 17:37:13
un momento eroico,Cosa gli dicono di fare?,restare dietro la porta,restare dietro la porta,True,2025-09-25 17:37:21
un momento eroico,Edoardo cosa fa?,resta seduto,resta seduto,True,2025-09-25 17:37:32
un momento eroico,Come si sentono tutti alla fine?,spaventati,spaventati,True,2025-09-25 17:37:40
un momento eroico,Cos’è stato davvero eroico?,il coraggio di edoardo,l’arrivo dei pompieri,False,2025-09-25 17:37:54
un momento eroico,Chi aiuta Edoardo a restare tranquillo?,la banda della classe,la banda della classe,True,2025-09-25 17:41:51
un momento eroico,Chi arriva alla fine?,i vigili del fuoco e i poliziotti,i vigili del fuoco e i poliziotti,True,2025-09-25 17:42:10
un momento eroico,Come si sentono tutti alla fine?,sollevati,spaventati,False,2025-09-25 17:42:16
un momento eroico,Cos’è stato davvero eroico?,l’idea della banda,l’arrivo dei pompieri,False,2025-09-25 17:43:14
la gallina e lo sciacallo,Chi incontra la gallina?,uno sciacallo,uno sciacallo,True,2025-09-29 15:23:29
la gallina e lo sciacallo,Cosa fa la gallina quando vede lo sciacallo?,sale su un albero,corre via,False,2025-09-29 15:23:35
la gallina e lo sciacallo,Cosa dice lo sciacallo?,che gli animali hanno fatto pace,che gli animali hanno fatto pace,True,2025-09-29 15:23:44
la gallina e lo sciacallo,La gallina crede allo sciacallo?,"no, è prudente",corre giù,False,2025-09-29 15:24:14
la gallina e lo sciacallo,Cosa vede la gallina da sopra l’albero?,un branco di cani,un branco di cani,True,2025-09-29 15:24:22
la gallina e lo sciacallo,Cosa fa lo sciacallo appena sente dei cani?,corre via,corre via,True,2025-09-29 15:24:31
la gallina e lo sciacallo,Cosa gli grida la gallina?,perché scappi?,perché scappi?,True,2025-09-29 15:24:38
la gallina e lo sciacallo,Cosa risponde lo sciacallo?,che i cani non sanno ancora la notizia,che i cani non sanno ancora la notizia,True,2025-09-29 15:24:43
la gallina e lo sciacallo,Qual è la morale della favola?,essere prudenti,essere forti,False,2025-09-29 15:24:50
la gallina e lo sciacallo,Da dove viene questa favola?,italia,tagikistan,False,2025-09-29 15:24:57
la festa di halloween,Chi è il protagonista?,rico,pietro,False,2025-10-02 16:54:26
la festa di halloween,Cosa ama fare Rico?,mangiare dolci e fare scherzi,giocare a calcio con gli amici,False,2025-10-02 16:54:35
la festa di halloween,Come si veste Rico?,da diavolo,da diavolo,True,2025-10-02 16:54:47
la festa di halloween,Cosa ha con sé per gli scherzi?,carta igienica e pistole ad acqua,carta igienica e pistole ad acqua,True,2025-10-02 16:54:49
la festa di halloween,Chi lo chiama?,il fratello,il papà,False,2025-10-02 16:54:55
la festa di halloween,Come è vestito Pietro?,da coniglio rosa a pois,da coniglio rosa a pois,True,2025-10-02 16:55:03
la festa di halloween,Cosa pensa Rico del costume di Pietro?,che è stupido,che è stupido,True,2025-10-02 16:55:10
la festa di halloween,Come si sente Rico all’idea di uscire con Pietro?,vergognato,felice,False,2025-10-02 16:55:17
la festa di halloween,Cosa teme Rico?,di essere deriso,di perdere dolci,False,2025-10-02 16:55:31
la festa di halloween,Cosa deve fare Rico?,trovare una soluzione,trovare una soluzione,True,2025-10-02 16:55:47
la festa di halloween,Chi è il protagonista?,rico,pietro,False,2025-10-02 17:23:24
la festa di halloween,Cosa ama fare Rico?,mangiare dolci e fare scherzi,giocare a calcio con gli amici,False,2025-10-02 17:23:31
la festa di halloween,Come si veste Rico?,da diavolo,da diavolo,True,2025-10-02 17:23:39
la festa di halloween,Cosa ha con sé per gli scherzi?,carta igienica e pistole ad acqua,carta igienica e pistole ad acqua,True,2025-10-02 17:23:46
la festa di halloween,Chi lo chiama?,il fratello,il papà,False,2025-10-02 17:23:57
la festa di halloween,Come è vestito Pietro?,da angioletto,da coniglio rosa a pois,False,2025-10-02 17:24:08
la festa di halloween,Cosa pensa Rico del costume di Pietro?,che è stupido,che è stupido,True,2025-10-02 17:24:21
la festa di halloween,Come si sente Rico all’idea di uscire con Pietro?,vergognato,felice,False,2025-10-02 17:24:28
la festa di halloween,Cosa teme Rico?,di essere deriso,di perdere dolci,False,2025-10-02 17:24:46
la festa di halloween,Cosa teme Rico?,di essere deriso,di perdere dolci,False,2025-10-02 17:24:46
la festa di halloween,Cosa deve fare Rico?,trovare una soluzione,trovare una soluzione,True,2025-10-02 17:26:02
la festa di halloween,Come è vestito Pietro?,da coniglio rosa a pois,da coniglio rosa a pois,True,2025-10-02 17:26:43
il gigante e l'ondina,Chi è l’ondina?,una fata delle acque,una fata delle acque,True,2025-10-03 15:27:27
il gigante e l'ondina,Cosa faceva all’alba e al tramonto?,usciva dall’acqua per cantare,usciva dall’acqua per cantare,True,2025-10-03 15:27:34
il gigante e l'ondina,Cosa succede quando l’ondina non si fa più vedere?,il gigante spinge le acque del mare,il gigante spinge le acque del mare,True,2025-10-03 15:27:45
il gigante e l'ondina,Quanto tempo riposa il gigante?,sei ore,sei ore,True,2025-10-03 15:28:03
il gigante e l'ondina,Cosa copriva il corpo del gigante?,alghe e gabbiani,alghe e gabbiani,True,2025-10-03 15:28:09
il gigante e l'ondina,Come erano le acque quando il gigante riposava?,tranquille,tranquille,True,2025-10-03 15:28:16
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per la forza del vento,per il movimento del gigante,False,2025-10-03 15:28:23
il gigante e l'ondina,Dove si svolge la storia?,sulla sponda del mare,sulla sonda del mare,False,2025-10-03 15:28:32
il gigante e l'ondina,Chi ha scritto questa storia?,gianni rodari,saro de la iglesia,False,2025-10-03 15:28:39
il gigante e l'ondina,Perché le acque salgono e scendono ancora oggi?,per il movimento del gigante,per il movimento del gigante,True,2025-10-03 15:30:59
incontro con il mammut,Come si chiama la bambina protagonista?,petra,petra,True,2025-10-06 15:00:26
incontro con il mammut,In quale epoca vive la bambina?,nell’età della pietra,nell’età della pietra,True,2025-10-06 15:00:36
incontro con il mammut,Dove va Petra a prendere l’acqua?,alla sorgente,alla sorgente,True,2025-10-06 15:00:44
incontro con il mammut,Cosa sente Petra nel bosco?,dei passi tra i cespugli,dei passi tra i cespugli,True,2025-10-06 15:00:50
incontro con il mammut,Dove si nasconde Petra?,su un albero,su un albero,True,2025-10-06 15:00:59
incontro con il mammut,Come chiama Petra il mammut?,barrù,barrù,True,2025-10-06 15:01:31
incontro con il mammut,Cosa fa Petra per fargli amicizia?,gli offre una mela,gli offre una mela,True,2025-10-06 15:01:41
incontro con il mammut,Come reagisce il mammut?,scappa via,abbraccia petra,False,2025-10-06 15:01:51
incontro con il mammut,Come si sentono alla fine?,felici e amici,felici e amici,True,2025-10-06 15:04:28
un momento eroico,Chi è il protagonista della storia?,edoardo,edoardo,True,2025-10-06 15:20:17
un momento eroico,Cosa fa Edoardo alla mamma?,le chiude la porta,le chiude la porta,True,2025-10-06 15:20:25
un momento eroico,Perché la mamma si preoccupa?,perché ci sono pericoli in casa,perché non trova le chiavi,False,2025-10-06 15:20:34
un momento eroico,Chi aiuta Edoardo a restare tranquillo?,la banda della classe,la banda della classe,True,2025-10-06 15:20:47
un momento eroico,Cosa raccontano a Edoardo?,la favola,una barzelletta,False,2025-10-06 15:20:58
un momento eroico,Cosa gli dicono di fare?,restare dietro la porta,restare dietro la porta,True,2025-10-06 15:21:05
un momento eroico,Edoardo cosa fa?,resta seduto,resta seduto,True,2025-10-06 15:21:13
un momento eroico,Chi arriva alla fine?,i vicini di casa con i poliziotti,i vigili del fuoco e i poliziotti,False,2025-10-06 15:21:22
un momento eroico,Come si sentono tutti alla fine?,sollevati,spaventati,False,2025-10-06 15:21:31
un momento eroico,Cos’è stato davvero eroico?,il coraggio di edoardo,l’arrivo dei pompieri,False,2025-10-06 15:21:37
un momento eroico,Chi arriva alla fine?,i vigili del fuoco e i poliziotti,i vigili del fuoco e i poliziotti,True,2025-10-06 15:32:13
un momento eroico,Cos’è stato davvero eroico?,l’arrivo dei pompieri,l’arrivo dei pompieri,True,2025-10-06 15:32:23
la gallina e lo sciacallo,Chi incontra la gallina?,uno sciacallo,uno sciacallo,True,2025-10-09 16:56:03
la gallina e lo sciacallo,Cosa fa la gallina quando vede lo sciacallo?,sale su un albero,corre via,False,2025-10-09 16:56:12
la gallina e lo sciacallo,Cosa dice lo sciacallo?,che gli animali hanno fatto pace,che gli animali hanno fatto pace,True,2025-10-09 16:56:22
la gallina e lo sciacallo,La gallina crede allo sciacallo?,"no, è prudente",corre giù,False,2025-10-09 16:56:32
la gallina e lo sciacallo,Cosa vede la gallina da sopra l’albero?,un branco di cani,un branco di cani,True,2025-10-09 16:56:42
la gallina e lo sciacallo,Cosa fa lo sciacallo appena sente dei cani?,si nasconde,corre via,False,2025-10-09 16:56:53
la gallina e lo sciacallo,Cosa gli grida la gallina?,perché scappi?,perché scappi?,True,2025-10-09 16:57:05
la gallina e lo sciacallo,Cosa risponde lo sciacallo?,che i cani non sanno ancora la notizia,che i cani non sanno ancora la notizia,True,2025-10-09 16:57:10
la gallina e lo sciacallo,Qual è la morale della favola?,essere coraggiosi,essere forti,False,2025-10-09 16:57:20
la gallina e lo sciacallo,Qual è la morale della favola?,essere prudenti,essere forti,False,2025-10-09 16:57:20
la gallina e lo sciacallo,Da dove viene questa favola?,tagikistan,tagikistan,True,2025-10-09 16:57:32
incontro con il mammut,Come si chiama la bambina protagonista?,petra,petra,True,2025-10-13 17:40:24
incontro con il mammut,In quale epoca vive la bambina?,nell’età della pietra,nell’età della pietra,True,2025-10-13 17:40:39
incontro con il mammut,Dove va Petra a prendere l’acqua?,alla sorgente,alla sorgente,True,2025-10-13 17:40:57
incontro con il mammut,Cosa sente Petra nel bosco?,dei passi tra i cespugli,dei passi tra i cespugli,True,2025-10-13 17:41:06
incontro con il mammut,Dove si nasconde Petra?,su un albero,su un albero,True,2025-10-13 17:42:42
incontro con il mammut,Chi sbuca tra le foglie?,un piccolo mammut,un piccolo mammut,True,2025-10-13 17:43:03
incontro con il mammut,Come chiama Petra il mammut?,barrù,barrù,True,2025-10-13 17:43:36
incontro con il mammut,Cosa fa Petra per fargli amicizia?,gli offre una mela,gli offre una mela,True,2025-10-13 17:44:16
incontro con il mammut,Come reagisce il mammut?,scappa via,abbraccia petra,False,2025-10-13 17:44:26
incontro con il mammut,Come si sentono alla fine?,felici e amici,felici e amici,True,2025-10-13 17:44:38
due grandi amici,Chi sono i protagonisti della storia?,max e mix,max e mix,True,2025-10-13 18:22:06
due grandi amici,Cosa fa Mix appena piccolino?,si arrampica su un albero,si arrampica su un albero,True,2025-10-13 18:22:16
due grandi amici,Chi cerca di salvare Mix?,max,max,True,2025-10-13 18:22:25
due grandi amici,Cosa succede a Max sull'albero?,ha le vertigini,ha le vertigini,True,2025-10-13 18:22:34
due grandi amici,Cosa succede a Max sull'albero?,ha le vertigini,ha le vertigini,True,2025-10-13 18:22:34
due grandi amici,Chi chiama i pompieri?,un vicino di casa,un vicino di casa,True,2025-10-13 18:22:49
due grandi amici,Cosa porta il camion dei pompieri?,una scala telescopica,una scala telescopica,True,2025-10-13 18:22:55
due grandi amici,Cosa dice Max a Mix?,di non arrampicarsi più sugli alberi alti,di non arrampicarsi più sugli alberi alti,True,2025-10-13 18:23:02
due grandi amici,Perché Max lo dice?,perché ha paura,perché è un bravo amico,False,2025-10-13 18:23:14
due grandi amici,Come tornano a casa?,sporchi di polline di ippocastano,sporchi di polline di ippocastano,True,2025-10-13 18:23:30
due grandi amici,Cosa imparano i due amici?,che l’amicizia significa aiutarsi,a non uscire più,False,2025-10-13 18:23:41
due grandi amici,Perché Max lo dice?,perché è un bravo amico,perché è un bravo amico,True,2025-10-13 18:25:02
