Story_Title,Question,Attempt_Count,First_Correct,Last_Correct,Improvement_Pattern
un vento bellissimo,Che tempo fa?,3,True,True,Stayed Correct
un vento bellissimo,Chi sono i protagonisti della storia?,3,True,True,Stayed Correct
un vento bellissimo,Come reagisce Filippo Maria al vento?,4,False,False,Stayed Wrong
un vento bellissimo,Come si sente Filippo Maria alla fine?,3,True,True,Stayed Correct
un vento bellissimo,Cosa dice Filippo Maria a Simone?,3,True,True,Stayed Correct
un vento bellissimo,Cosa portano con sé i bambini?,3,True,True,Stayed Correct
un vento bellissimo,Cosa succede all’ombrello di Filippo Maria?,3,True,True,Stayed Correct
un vento bellissimo,Cosa teme Simone?,3,True,True,Stayed Correct
un vento bellissimo,Dove stanno andando i bambini?,3,True,True,Stayed Correct
una bella sorpresa,Che animale disegna Angelo?,2,True,True,Stayed Correct
una bella sorpresa,Che animale disegna Maura?,2,True,True,Stayed Correct
una bella sorpresa,Chi chiama i bambini?,2,True,True,Stayed Correct
una bella sorpresa,Come si sentono i bambini alla fine?,2,False,False,Stayed Wrong
una bella sorpresa,Come viene descritto il gattino?,2,True,False,Worsened
una bella sorpresa,Cosa disegna Maura?,2,True,True,Stayed Correct
una bella sorpresa,Cosa stanno facendo Maura e Angelo?,2,True,True,Stayed Correct
una bella sorpresa,Cosa trovano i bambini uscendo?,2,True,True,Stayed Correct
una bella sorpresa,Cosa vuole mettere Angelo nel giardino?,2,True,True,Stayed Correct
una bella sorpresa,Di che colore è il gattino disegnato da Angelo?,3,True,False,Worsened
zanzare,Come sono le zanzare a Oirartnoc?,4,True,True,Stayed Correct
zanzare,Come sono le zanzare descritte nel testo?,5,False,False,Stayed Wrong
zanzare,Com’era l’estate in quel paese?,4,True,True,Stayed Correct
zanzare,Cosa facevano le zanzare verso sera?,4,True,True,Stayed Correct
zanzare,Cosa indossavano le zanzare quando si avvicinavano all’erba?,4,True,True,Stayed Correct
zanzare,Cosa mangiano le zanzare?,4,True,True,Stayed Correct
zanzare,Cosa non fanno mai le zanzare lì?,5,False,True,Improved
zanzare,Cosa pensavano i bambini di quel posto?,4,False,False,Stayed Wrong
zanzare,Di cosa sono golose?,4,True,True,Stayed Correct
zanzare,Dove si trova Oirartnoc?,4,True,True,Stayed Correct
