Story_Title,Question,User_Answer,Correct_Answer,Is_Correct,Date
un fantasma a pallini,Dove compra il nuovo lenzuolo?,in un negozio per fantasmi,in un negozio per fantasmi,True,2025-08-30 08:34:40
un fantasma a pallini,Come si sente Macchia con il lenzuolo a pallini?,felice e contento,infelice,False,2025-08-30 08:36:06
un fantasma a pallini,Cosa fa Macchia alla fine della storia?,continua a passeggiare tranquillo,si nasconde,False,2025-08-30 08:36:25
dino resta a casa,Che giorno è nella storia?,sabato,sabato,True,2025-09-01 16:49:54
dino resta a casa,Cosa deve fare la mamma di Viola?,andare a lavorare,andare a lavorare,True,2025-09-01 16:50:13
dino resta a casa,Dove porta la mamma Viola?,dalla nonna,dalla nonna,True,2025-09-01 16:50:49
dino resta a casa,Cosa chiede Viola alla mamma prima di alzarsi?,un grattino,un biscotto,False,2025-09-01 16:50:58
dino resta a casa,Cosa fa Viola prima di uscire?,fa colazione e si lava i denti,fa colazione e si lava i denti,True,2025-09-01 16:51:45
dino resta a casa,Dove controlla Viola se ha preso tutto?,nello zainetto,nello zainetto,True,2025-09-01 16:51:57
dino resta a casa,Chi è Joe?,il pinguino di peluche di viola,il pinguino di peluche di viola,True,2025-09-01 16:52:09
dino resta a casa,Cosa scopre Viola?,di aver dimenticato il dino a letto,di aver dimenticato il dino a letto,True,2025-09-01 16:52:25
dino resta a casa,Chi è Dino?,il dinosauro peluche,il cagnolino di viola,False,2025-09-01 16:52:47
dino resta a casa,Cosa pensa Viola alla fine?,che dino a casa si annoierà,che dino a casa si annoierà,True,2025-09-01 16:53:04
zanzare,Dove si trova Oirartnoc?,è il paese al contrario,è il paese al contrario,True,2025-09-01 17:10:36
zanzare,Come sono le zanzare a Oirartnoc?,vegetariane,vegetariane,True,2025-09-01 17:10:54
zanzare,Cosa non fanno mai le zanzare lì?,mordono i bambini,mordono i bambini,True,2025-09-01 17:11:11
zanzare,Cosa mangiano le zanzare?,foglioline di basilico e menta,foglioline di basilico e menta,True,2025-09-01 17:11:25
zanzare,Di cosa sono golose?,dell’erbetta dei prati,dell’erbetta dei prati,True,2025-09-01 17:11:40
zanzare,Come sono le zanzare descritte nel testo?,grasse e felici,magre e affamate,False,2025-09-01 17:11:54
zanzare,Com’era l’estate in quel paese?,"bellissima, senza punture",calda e zanzarosa,False,2025-09-01 17:12:13
zanzare,Cosa facevano le zanzare verso sera?,calavano in picchiata sull’erba,calavano in picchiata sull’erba,True,2025-09-01 17:12:30
zanzare,Cosa indossavano le zanzare quando si avvicinavano all’erba?,il bavagliolo,il bavagliolo,True,2025-09-01 17:12:48
zanzare,Cosa pensavano i bambini di quel posto?,era bellissimo perché nessuno li pungeva,avevano paura delle zanzare,False,2025-09-01 17:13:07
un vento bellissimo,Chi sono i protagonisti della storia?,filippo maria e simone,filippo maria e simone,True,2025-09-02 08:10:34
un vento bellissimo,Dove stanno andando i bambini?,a scuola,a scuola,True,2025-09-02 08:10:50
un vento bellissimo,Che tempo fa?,c’è vento e pioggerella,c’è vento e pioggerella,True,2025-09-02 08:10:59
un vento bellissimo,Cosa portano con sé i bambini?,ombrello e giacca a vento,ombrello e giacca a vento,True,2025-09-02 08:11:08
un vento bellissimo,Come reagisce Filippo Maria al vento?,è entusiasta,si arrabbia,False,2025-09-02 08:11:19
un vento bellissimo,Cosa teme Simone?,che il vento li faccia volare via davvero,che il vento li faccia volare via davvero,True,2025-09-02 08:11:29
un vento bellissimo,Cosa dice Filippo Maria a Simone?,che volare sarebbe bellissimo,che volare sarebbe bellissimo,True,2025-09-02 08:11:38
un vento bellissimo,Cosa succede all’ombrello di Filippo Maria?,si rovescia,si rovescia,True,2025-09-02 08:11:52
un vento bellissimo,A Simone piace volare?,no,no,True,2025-09-02 08:12:03
un vento bellissimo,Come si sente Filippo Maria alla fine?,felice e allegro,felice e allegro,True,2025-09-02 08:12:15
un libro divertente,Chi sono le protagoniste?,giulia e paola,giulia e paola,True,2025-09-03 16:27:41
un libro divertente,Cosa fa Giulia un lunedì sera?,telefona a paola,telefona a paola,True,2025-09-03 16:28:25
un libro divertente,Cosa racconta Giulia a Paola?,di un nuovo libro,di un nuovo libro,True,2025-09-03 16:28:41
un libro divertente,Come si chiama il libro che sta leggendo Giulia?,la storia di magodan,la storia di magodan,True,2025-09-03 16:28:57
un libro divertente,Com’è la copertina del libro?,rossa,rossa,True,2025-09-03 16:29:17
un libro divertente,Dove si trova il libro in biblioteca?,sul tavolo,sullo scaffale,False,2025-09-03 16:29:40
un libro divertente,Quanti capitoli ha già letto Giulia?,uno,tre,False,2025-09-03 16:29:58
un libro divertente,Cosa succede mentre legge?,le viene da ridere,le viene da ridere,True,2025-09-03 16:30:08
un libro divertente,Cosa decide Paola di fare?,leggere il libro anche lei,leggere il libro anche lei,True,2025-09-03 16:30:30
un libro divertente,Come termina la telefonata?,cambiando discorso,cambiando discorso,True,2025-09-03 16:30:42
una bella sorpresa,Cosa stanno facendo Maura e Angelo?,disegnano un giardino,disegnano un giardino,True,2025-09-05 08:19:47
una bella sorpresa,Cosa vuole mettere Angelo nel giardino?,uno scivolo alto alto,uno scivolo alto alto,True,2025-09-05 08:20:19
una bella sorpresa,Cosa disegna Maura?,fiori colorati,fiori colorati,True,2025-09-05 08:20:35
una bella sorpresa,Che animale disegna Angelo?,un elefante,un elefante,True,2025-09-05 08:20:43
una bella sorpresa,Che animale disegna Maura?,un gattino nero con macchia bianca,un gattino nero con macchia bianca,True,2025-09-05 08:20:54
una bella sorpresa,Di che colore è il gattino disegnato da Angelo?,nero con macchia bianca,nero con macchia bianca,True,2025-09-05 08:21:14
una bella sorpresa,Di che colore è il gattino disegnato da Angelo?,bianco con macchia nera,nero con macchia bianca,False,2025-09-05 08:21:14
una bella sorpresa,Chi chiama i bambini?,la mamma e il papà,la mamma e il papà,True,2025-09-05 08:23:13
una bella sorpresa,Cosa trovano i bambini uscendo?,un gattino bianco e marrone,un gattino bianco e marrone,True,2025-09-05 08:23:22
una bella sorpresa,Come viene descritto il gattino?,un batuffolo bianco e marrone,un batuffolo bianco e marrone,True,2025-09-05 08:24:24
una bella sorpresa,Come si sentono i bambini alla fine?,sorpresi e felici,tristi,False,2025-09-05 08:24:38
tutti in gita!,Che giorno è nella storia?,un giorno ventoso,un giorno di sole e senza nuvole,False,2025-09-05 12:28:34
tutti in gita!,Dove vanno i bambini?,al mare,al mare,True,2025-09-05 12:29:28
tutti in gita!,Con chi partono?,con quattro maestre e il bidello carletto,con due maestre e il bidello carletto,False,2025-09-05 12:30:16
tutti in gita!,Cosa fanno i bambini sul pullman?,cantano,cantano,True,2025-09-05 12:32:46
tutti in gita!,Cosa grida un bambino appena vede il mare?,il lago!,il lago!,True,2025-09-05 12:33:03
tutti in gita!,Perché le maestre si disperano?,perché il bambino confonde il mare con il lago,perché il bambino confonde il mare con il lago,True,2025-09-05 12:33:20
tutti in gita!,Cosa pensa una maestra quando il bambino vuole bere l’acqua del mare?,di avvisarlo subito,di dargli una bottiglietta d’acqua,False,2025-09-05 12:34:32
tutti in gita!,Cosa fa il bambino appena arriva in spiaggia?,beve l’acqua di mare,beve l’acqua di mare,True,2025-09-05 12:35:24
tutti in gita!,Cosa dicono gli altri bambini quando vedono il bambino bere l’acqua salata?,ci cascano anche loro e bevono,ci cascano anche loro e bevono,True,2025-09-05 12:35:41
tutti in gita!,Come si sentono le maestre alla fine?,sempre più disperate,sempre più disperate,True,2025-09-05 12:36:24
troppo bianchi,Chi spiava il topolino nella neve?,un ermellino bianco,una lepre,False,2025-09-06 08:55:51
troppo bianchi,Chi arriva correndo e salta sulla schiena dell’ermellino?,una lepre bianca,una lepre bianca,True,2025-09-06 08:56:10
troppo bianchi,Come reagisce l’ermellino?,morde la lepre,morde la lepre,True,2025-09-06 08:56:31
troppo bianchi,Dove finisce la discussione?,in tribunale,in tribunale,True,2025-09-06 08:56:42
troppo bianchi,Chi fa il giudice?,un orso,un orso,True,2025-09-06 08:56:53
troppo bianchi,Perché l’ermellino si è confuso?,erano entrambi troppo bianchi nella neve,erano entrambi troppo bianchi nella neve,True,2025-09-06 08:57:01
troppo bianchi,Cosa decide l’orso?,che nessuno ha colpa,che nessuno ha colpa,True,2025-09-06 08:57:46
troppo bianchi,Cosa fa l’orso alla fine?,li butta fuori dal tribunale,li butta fuori dal tribunale,True,2025-09-06 08:57:58
troppo bianchi,Perché la lepre ora ha le orecchie nere?,per colpa delle zampe sporche dell’orso,per colpa delle zampe sporche dell’orso,True,2025-09-06 08:58:08
troppo bianchi,Perché l’ermellino ha un ciuffo nero sulla coda?,perché così si riconoscono meglio nella neve,perché così si riconoscono meglio nella neve,True,2025-09-06 08:58:25
troppo bianchi,Perché l’ermellino ha un ciuffo nero sulla coda?,l’ha colorato lui,perché così si riconoscono meglio nella neve,False,2025-09-06 08:58:25
troppo bianchi,Perché l’ermellino ha un ciuffo nero sulla coda?,per disegno naturale,perché così si riconoscono meglio nella neve,False,2025-09-06 08:58:25
un libro divertente,Chi sono le protagoniste?,giulia e paola,giulia e paola,True,2025-09-06 09:11:32
un libro divertente,Cosa fa Giulia un lunedì sera?,telefona a paola,telefona a paola,True,2025-09-06 09:11:40
un libro divertente,Cosa racconta Giulia a Paola?,di un nuovo libro,di un nuovo libro,True,2025-09-06 09:11:52
un libro divertente,Come si chiama il libro che sta leggendo Giulia?,la storia di magodan,la storia di magodan,True,2025-09-06 09:12:00
un libro divertente,Com’è la copertina del libro?,rossa,rossa,True,2025-09-06 09:12:13
un libro divertente,Dove si trova il libro in biblioteca?,sullo scaffale,sullo scaffale,True,2025-09-06 09:12:26
un libro divertente,Quanti capitoli ha già letto Giulia?,tre,tre,True,2025-09-06 09:12:39
un libro divertente,Cosa succede mentre legge?,le viene da ridere,le viene da ridere,True,2025-09-06 09:12:47
un libro divertente,Cosa decide Paola di fare?,leggere il libro anche lei,leggere il libro anche lei,True,2025-09-06 09:13:00
un libro divertente,Come termina la telefonata?,cambiando discorso,cambiando discorso,True,2025-09-06 09:13:14
dino resta a casa,Che giorno è nella storia?,sabato,sabato,True,2025-09-08 14:21:13
dino resta a casa,Cosa deve fare la mamma di Viola?,andare a lavorare,andare a lavorare,True,2025-09-08 14:21:24
dino resta a casa,Dove porta la mamma Viola?,dalla nonna,dalla nonna,True,2025-09-08 14:21:33
dino resta a casa,Cosa chiede Viola alla mamma prima di alzarsi?,un grattino,un biscotto,False,2025-09-08 14:21:50
dino resta a casa,Cosa fa Viola prima di uscire?,fa colazione e si lava i denti,fa colazione e si lava i denti,True,2025-09-08 14:22:02
dino resta a casa,Dove controlla Viola se ha preso tutto?,nello zainetto,nello zainetto,True,2025-09-08 14:22:12
dino resta a casa,Chi è Joe?,il pinguino di peluche di viola,il pinguino di peluche di viola,True,2025-09-08 14:22:25
dino resta a casa,Cosa scopre Viola?,di aver dimenticato il dino a letto,di aver dimenticato il dino a letto,True,2025-09-08 14:23:20
dino resta a casa,Chi è Dino?,il dinosauro peluche,il cagnolino di viola,False,2025-09-08 14:23:28
dino resta a casa,Cosa pensa Viola alla fine?,che dino a casa si annoierà,che dino a casa si annoierà,True,2025-09-08 14:23:37
tutti in gita!,Che giorno è nella storia?,un giorno di sole e senza nuvole,un giorno di sole e senza nuvole,True,2025-09-08 16:55:14
tutti in gita!,Dove vanno i bambini?,al mare,al mare,True,2025-09-08 16:55:33
tutti in gita!,Con chi partono?,con quattro maestre e il bidello carletto,con due maestre e il bidello carletto,False,2025-09-08 16:55:38
tutti in gita!,Cosa fanno i bambini sul pullman?,cantano,cantano,True,2025-09-08 16:55:51
tutti in gita!,Cosa grida un bambino appena vede il mare?,il lago!,il lago!,True,2025-09-08 16:56:29
tutti in gita!,Perché le maestre si disperano?,perché il bambino confonde il mare con il lago,perché il bambino confonde il mare con il lago,True,2025-09-08 16:56:36
tutti in gita!,Cosa pensa una maestra quando il bambino vuole bere l’acqua del mare?,di lasciarlo provare così impara,di dargli una bottiglietta d’acqua,False,2025-09-08 16:56:50
tutti in gita!,Cosa fa il bambino appena arriva in spiaggia?,beve l’acqua di mare,beve l’acqua di mare,True,2025-09-08 16:57:48
tutti in gita!,Cosa dicono gli altri bambini quando vedono il bambino bere l’acqua salata?,ci cascano anche loro e bevono,ci cascano anche loro e bevono,True,2025-09-08 16:58:08
tutti in gita!,Come si sentono le maestre alla fine?,sempre più disperate,sempre più disperate,True,2025-09-08 16:58:37
l'orologio,Cosa faceva la mamma mentre Filippo guardava l’orologio?,mescolava il risotto,mescolava il risotto,True,2025-09-10 16:29:51
l'orologio,A chi piace guardare l’orologio?,a filippo,al papà,False,2025-09-10 16:30:10
l'orologio,Cosa gli aveva spiegato la mamma?,come funziona il tempo e le lancette,come funziona il tempo e le lancette,True,2025-09-10 16:30:48
l'orologio,Qual è la lancetta che corre più veloce?,quella delle ore,quella dei secondi,False,2025-09-10 16:31:00
l'orologio,Cosa ha fatto Filippo a scuola?,ha spiegato l’orologio ai compagni,ha raccontato una storia,False,2025-09-10 16:31:21
l'orologio,Cosa hanno fatto i compagni quando Filippo ha spiegato l’orologio?,lo hanno applaudito,lo hanno applaudito,True,2025-09-10 16:32:02
l'orologio,A che ora torna il papà?,alle 7 di sera,alle 7 di sera,True,2025-09-10 16:32:13
l'orologio,Dove guardava Filippo per capire l’ora?,sull’orologio a muro,sull’orologio a muro,True,2025-09-10 16:32:22
l'orologio,Come si sentiva Filippo quella sera?,felice,triste,False,2025-09-10 16:32:30
l'orologio,A chi voleva raccontare tutto Filippo?,al papà,alla mamma,False,2025-09-10 16:32:37
l'orologio,Cosa faceva la mamma mentre Filippo guardava l’orologio?,mescolava il risotto,mescolava il risotto,True,2025-09-13 08:28:55
l'orologio,A chi piace guardare l’orologio?,a filippo,al papà,False,2025-09-13 08:29:15
l'orologio,Cosa gli aveva spiegato la mamma?,come funziona il tempo e le lancette,come funziona il tempo e le lancette,True,2025-09-13 08:29:25
l'orologio,Qual è la lancetta che corre più veloce?,quella dei secondi,quella dei secondi,True,2025-09-13 08:29:37
l'orologio,Cosa ha fatto Filippo a scuola?,ha spiegato l’orologio ai compagni,ha raccontato una storia,False,2025-09-13 08:29:50
l'orologio,Cosa hanno fatto i compagni quando Filippo ha spiegato l’orologio?,lo hanno applaudito,lo hanno applaudito,True,2025-09-13 08:30:07
l'orologio,A che ora torna il papà?,alle 7 di sera,alle 7 di sera,True,2025-09-13 08:30:19
l'orologio,Dove guardava Filippo per capire l’ora?,sull’orologio a muro,sull’orologio a muro,True,2025-09-13 08:30:31
l'orologio,Come si sentiva Filippo quella sera?,felice,triste,False,2025-09-13 08:30:44
l'orologio,A chi voleva raccontare tutto Filippo?,al papà,alla mamma,False,2025-09-13 08:30:55
una bella sorpresa,Cosa stanno facendo Maura e Angelo?,disegnano un giardino,disegnano un giardino,True,2025-09-17 16:52:20
una bella sorpresa,Cosa vuole mettere Angelo nel giardino?,uno scivolo alto alto,uno scivolo alto alto,True,2025-09-17 16:52:44
una bella sorpresa,Cosa disegna Maura?,fiori colorati,fiori colorati,True,2025-09-17 16:52:54
una bella sorpresa,Che animale disegna Angelo?,un elefante,un elefante,True,2025-09-17 16:53:04
una bella sorpresa,Che animale disegna Maura?,un gattino nero con macchia bianca,un gattino nero con macchia bianca,True,2025-09-17 16:53:15
una bella sorpresa,Di che colore è il gattino disegnato da Angelo?,bianco con macchia nera,nero con macchia bianca,False,2025-09-17 16:53:28
una bella sorpresa,Chi chiama i bambini?,la mamma e il papà,la mamma e il papà,True,2025-09-17 16:54:34
una bella sorpresa,Cosa trovano i bambini uscendo?,un gattino bianco e marrone,un gattino bianco e marrone,True,2025-09-17 16:54:45
una bella sorpresa,Come viene descritto il gattino?,un batuffolo tutto nero,un batuffolo bianco e marrone,False,2025-09-17 16:55:46
una bella sorpresa,Come si sentono i bambini alla fine?,sorpresi e felici,tristi,False,2025-09-17 16:57:53
tutti in gita!,Che giorno è nella storia?,un giorno di sole e senza nuvole,un giorno di sole e senza nuvole,True,2025-09-19 08:29:23
tutti in gita!,Dove vanno i bambini?,al mare,al mare,True,2025-09-19 08:29:37
tutti in gita!,Con chi partono?,con quattro maestre e il bidello carletto,con due maestre e il bidello carletto,False,2025-09-19 08:30:12
tutti in gita!,Cosa fanno i bambini sul pullman?,cantano,cantano,True,2025-09-19 08:30:21
tutti in gita!,Cosa grida un bambino appena vede il mare?,il lago!,il lago!,True,2025-09-19 08:30:34
tutti in gita!,Perché le maestre si disperano?,perché il bambino confonde il mare con il lago,perché il bambino confonde il mare con il lago,True,2025-09-19 08:30:48
tutti in gita!,Cosa pensa una maestra quando il bambino vuole bere l’acqua del mare?,di lasciarlo provare così impara,di dargli una bottiglietta d’acqua,False,2025-09-19 08:31:14
tutti in gita!,Cosa fa il bambino appena arriva in spiaggia?,beve l’acqua di mare,beve l’acqua di mare,True,2025-09-19 08:32:09
tutti in gita!,Cosa dicono gli altri bambini quando vedono il bambino bere l’acqua salata?,ci cascano anche loro e bevono,ci cascano anche loro e bevono,True,2025-09-19 08:32:21
tutti in gita!,Come si sentono le maestre alla fine?,sempre più disperate,sempre più disperate,True,2025-09-19 08:32:38
un fantasma a pallini,Come si chiama il fantasma?,macchia,macchia,True,2025-09-24 16:27:50
un fantasma a pallini,Cosa fa il fantasma ogni notte?,va a spasso per il buio,va a spasso per il buio,True,2025-09-24 16:28:46
un fantasma a pallini,Dove si macchia di pomodoro?,in pizzeria,a scuola,False,2025-09-24 16:29:16
un fantasma a pallini,Con cosa si macchia alla cioccolateria?,cioccolato,cioccolato,True,2025-09-24 16:29:44
un fantasma a pallini,Con cosa si macchia nel prato?,di erba,di erba,True,2025-09-24 16:30:11
un fantasma a pallini,Cosa deve fare ogni mattina Macchia?,"lavare, stendere e stirare il lenzuolo","lavare, stendere e stirare il lenzuolo",True,2025-09-24 16:30:29
un fantasma a pallini,Perché Macchia compra un lenzuolo a pallini?,perché le macchie non si vedono,perché le macchie non si vedono,True,2025-09-24 16:30:49
un fantasma a pallini,Dove compra il nuovo lenzuolo?,in un negozio per fantasmi,in un negozio per fantasmi,True,2025-09-24 16:31:45
un fantasma a pallini,Come si sente Macchia con il lenzuolo a pallini?,stanco,infelice,False,2025-09-24 16:32:14
un fantasma a pallini,Cosa fa Macchia alla fine della storia?,si nasconde,si nasconde,True,2025-09-24 16:32:36
zanzare,Dove si trova Oirartnoc?,è il paese al contrario,è il paese al contrario,True,2025-09-25 15:14:04
zanzare,Come sono le zanzare a Oirartnoc?,vegetariane,vegetariane,True,2025-09-25 15:14:42
zanzare,Cosa non fanno mai le zanzare lì?,volano di giorno,mordono i bambini,False,2025-09-25 15:15:44
zanzare,Cosa mangiano le zanzare?,foglioline di basilico e menta,foglioline di basilico e menta,True,2025-09-25 15:16:36
zanzare,Di cosa sono golose?,dell’erbetta dei prati,dell’erbetta dei prati,True,2025-09-25 15:17:10
zanzare,Come sono le zanzare descritte nel testo?,piccole e dispettose,magre e affamate,False,2025-09-25 15:17:44
zanzare,Cosa facevano le zanzare verso sera?,dormivano,calavano in picchiata sull’erba,False,2025-09-25 15:18:38
zanzare,Cosa indossavano le zanzare quando si avvicinavano all’erba?,il bavagliolo,il bavagliolo,True,2025-09-25 15:18:49
zanzare,Cosa pensavano i bambini di quel posto?,era bellissimo perché nessuno li pungeva,avevano paura delle zanzare,False,2025-09-25 15:19:05
zanzare,Cosa non fanno mai le zanzare lì?,mordono i bambini,mordono i bambini,True,2025-09-25 15:20:57
zanzare,Come sono le zanzare descritte nel testo?,grasse e felici,magre e affamate,False,2025-09-25 15:21:20
zanzare,Com’era l’estate in quel paese?,"bellissima, senza punture",calda e zanzarosa,False,2025-09-25 15:21:40
troppo bianchi,Chi spiava il topolino nella neve?,una lepre,una lepre,True,2025-09-26 08:26:58
troppo bianchi,Chi spiava il topolino nella neve?,un ermellino bianco,una lepre,False,2025-09-26 08:27:40
troppo bianchi,Chi arriva correndo e salta sulla schiena dell’ermellino?,una lepre bianca,una lepre bianca,True,2025-09-26 08:28:13
troppo bianchi,Come reagisce l’ermellino?,morde la lepre,morde la lepre,True,2025-09-26 08:28:25
troppo bianchi,Dove finisce la discussione?,in tribunale,in tribunale,True,2025-09-26 08:28:39
troppo bianchi,Chi fa il giudice?,un orso,un orso,True,2025-09-26 08:29:43
troppo bianchi,Perché l’ermellino si è confuso?,erano entrambi troppo bianchi nella neve,erano entrambi troppo bianchi nella neve,True,2025-09-26 08:29:53
troppo bianchi,Cosa decide l’orso?,che nessuno ha colpa,che nessuno ha colpa,True,2025-09-26 08:30:20
troppo bianchi,Cosa fa l’orso alla fine?,li butta fuori dal tribunale,li butta fuori dal tribunale,True,2025-09-26 08:33:26
troppo bianchi,Perché la lepre ora ha le orecchie nere?,per colpa delle zampe sporche dell’orso,per colpa delle zampe sporche dell’orso,True,2025-09-26 08:33:35
troppo bianchi,Perché l’ermellino ha un ciuffo nero sulla coda?,perché così si riconoscono meglio nella neve,perché così si riconoscono meglio nella neve,True,2025-09-26 08:35:49
un vento bellissimo,Chi sono i protagonisti della storia?,filippo maria e simone,filippo maria e simone,True,2025-09-27 08:39:50
un vento bellissimo,Dove stanno andando i bambini?,a scuola,a scuola,True,2025-09-27 08:40:01
un vento bellissimo,Che tempo fa?,c’è vento e pioggerella,c’è vento e pioggerella,True,2025-09-27 08:40:09
un vento bellissimo,Cosa portano con sé i bambini?,ombrello e giacca a vento,ombrello e giacca a vento,True,2025-09-27 08:42:25
un vento bellissimo,Come reagisce Filippo Maria al vento?,è entusiasta,si arrabbia,False,2025-09-27 08:42:28
un vento bellissimo,Come reagisce Filippo Maria al vento?,si spaventa,si arrabbia,False,2025-09-27 08:42:28
un vento bellissimo,Cosa teme Simone?,che il vento li faccia volare via davvero,che il vento li faccia volare via davvero,True,2025-09-27 08:44:33
un vento bellissimo,Cosa dice Filippo Maria a Simone?,che volare sarebbe bellissimo,che volare sarebbe bellissimo,True,2025-09-27 08:48:04
un vento bellissimo,Cosa succede all’ombrello di Filippo Maria?,si rovescia,si rovescia,True,2025-09-27 08:49:11
un vento bellissimo,A Simone piace volare?,no,no,True,2025-09-27 08:49:31
un vento bellissimo,Come si sente Filippo Maria alla fine?,felice e allegro,felice e allegro,True,2025-09-27 08:49:37
un vento bellissimo,Chi sono i protagonisti della storia?,filippo maria e simone,filippo maria e simone,True,2025-09-29 14:22:03
un vento bellissimo,Dove stanno andando i bambini?,a scuola,a scuola,True,2025-09-29 14:22:55
un vento bellissimo,Che tempo fa?,c’è vento e pioggerella,c’è vento e pioggerella,True,2025-09-29 14:26:31
un vento bellissimo,Cosa portano con sé i bambini?,ombrello e giacca a vento,ombrello e giacca a vento,True,2025-09-29 14:27:37
un vento bellissimo,Come reagisce Filippo Maria al vento?,è entusiasta,si arrabbia,False,2025-09-29 14:27:50
un vento bellissimo,Cosa teme Simone?,che il vento li faccia volare via davvero,che il vento li faccia volare via davvero,True,2025-09-29 14:30:46
un vento bellissimo,Cosa dice Filippo Maria a Simone?,che volare sarebbe bellissimo,che volare sarebbe bellissimo,True,2025-09-29 14:31:00
un vento bellissimo,Cosa succede all’ombrello di Filippo Maria?,si rovescia,si rovescia,True,2025-09-29 14:31:16
un vento bellissimo,A Simone piace volare?,no,no,True,2025-09-29 14:31:25
un vento bellissimo,Come si sente Filippo Maria alla fine?,felice e allegro,felice e allegro,True,2025-09-29 14:31:31
