Story_Title,Question,Attempt_Count,First_Correct,Last_Correct,Improvement_Pattern
il gigante e l'ondina,Quante volte al giorno il gigante crea le onde?,6,False,True,Improved
il gigante e l'ondina,Quanto tempo riposa il gigante?,4,True,True,Stayed Correct
incontro con il mammut,Chi sbuca tra le foglie?,3,True,True,Stayed Correct
incontro con il mammut,Come chiama Petra il mammut?,4,True,True,Stayed Correct
incontro con il mammut,Come reagisce il mammut?,4,False,False,Stayed Wrong
incontro con il mammut,Come si chiama la bambina protagonista?,4,True,True,Stayed Correct
incontro con il mammut,Come si sentono alla fine?,4,True,True,Stayed Correct
incontro con il mammut,Cosa fa Petra per fargli amicizia?,4,True,True,Stayed Correct
incontro con il mammut,Cosa sente Petra nel bosco?,5,True,True,Stayed Correct
incontro con il mammut,Dove si nasconde Petra?,4,True,True,Stayed Correct
incontro con il mammut,Dove va Petra a prendere l’acqua?,4,True,True,Stayed Correct
incontro con il mammut,In quale epoca vive la bambina?,4,True,True,Stayed Correct
la festa di halloween,Chi lo chiama?,3,False,False,Stayed Wrong
la festa di halloween,Chi è il protagonista?,3,False,False,Stayed Wrong
la festa di halloween,Come si sente Rico all’idea di uscire con Pietro?,4,False,False,Stayed Wrong
la festa di halloween,Come si veste Rico?,3,True,True,Stayed Correct
la festa di halloween,Come è vestito Pietro?,4,True,True,Stayed Correct
la festa di halloween,Cosa ama fare Rico?,3,False,False,Stayed Wrong
la festa di halloween,Cosa deve fare Rico?,3,True,True,Stayed Correct
la festa di halloween,Cosa ha con sé per gli scherzi?,3,True,True,Stayed Correct
la festa di halloween,Cosa pensa Rico del costume di Pietro?,3,True,True,Stayed Correct
la festa di halloween,Cosa teme Rico?,4,False,False,Stayed Wrong
la figlia dell'aria e dell'aquila,Chi arriva nel cielo?,2,True,True,Stayed Correct
la figlia dell'aria e dell'aquila,Chi è Luonnotar?,2,True,True,Stayed Correct
la figlia dell'aria e dell'aquila,Cosa diventano i tuorli rossi?,4,True,False,Worsened
la figlia dell'aria e dell'aquila,Cosa fa mentre il mare la culla?,2,False,False,Stayed Wrong
la figlia dell'aria e dell'aquila,Cosa forma il guscio delle uova d’oro?,2,False,False,Stayed Wrong
la figlia dell'aria e dell'aquila,Cosa rappresenta questa storia?,3,True,True,Stayed Correct
la figlia dell'aria e dell'aquila,Cosa succede al quarto giorno?,2,True,True,Stayed Correct
la figlia dell'aria e dell'aquila,Dove fa il nido l’aquila?,2,True,True,Stayed Correct
la figlia dell'aria e dell'aquila,Dove si trova Luonnotar all’inizio?,2,True,False,Worsened
la figlia dell'aria e dell'aquila,Quante uova depone l’aquila?,2,True,True,Stayed Correct
la gallina e lo sciacallo,Chi incontra la gallina?,5,False,True,Improved
la gallina e lo sciacallo,Cosa dice lo sciacallo?,4,True,True,Stayed Correct
la gallina e lo sciacallo,Cosa fa la gallina quando vede lo sciacallo?,5,True,False,Worsened
la gallina e lo sciacallo,Cosa fa lo sciacallo appena sente dei cani?,4,True,False,Worsened
la gallina e lo sciacallo,Cosa gli grida la gallina?,4,True,True,Stayed Correct
la gallina e lo sciacallo,Cosa risponde lo sciacallo?,4,True,True,Stayed Correct
la gallina e lo sciacallo,Cosa vede la gallina da sopra l’albero?,4,True,True,Stayed Correct
la gallina e lo sciacallo,Da dove viene questa favola?,4,False,True,Improved
la gallina e lo sciacallo,La gallina crede allo sciacallo?,5,True,False,Worsened
la gallina e lo sciacallo,Qual è la morale della favola?,7,True,False,Worsened
la principessa prepotente,Chi le porta un regalo speciale?,3,True,True,Stayed Correct
la principessa prepotente,Come la chiamavano tutti?,3,True,True,Stayed Correct
la principessa prepotente,Come si chiama la principessa?,3,True,True,Stayed Correct
la principessa prepotente,Com’era la principessa?,3,True,True,Stayed Correct
la principessa prepotente,Cosa fanno gli stivali?,4,False,False,Stayed Wrong
la principessa prepotente,Cosa impara Priscilla alla fine?,4,False,False,Stayed Wrong
la principessa prepotente,Cosa le chiede il mago per far sparire gli stivali?,3,True,True,Stayed Correct
la principessa prepotente,Cosa succede alla principessa?,3,False,False,Stayed Wrong
la principessa prepotente,Dove la riportano gli stivali?,3,True,True,Stayed Correct
la principessa prepotente,Quali parole usa sempre dopo?,3,True,True,Stayed Correct
piccolo mostro,Come finisce la storia?,2,False,False,Stayed Wrong
piccolo mostro,Com’era il neonato?,2,False,False,Stayed Wrong
piccolo mostro,Dove avviene la storia?,4,False,True,Improved
sorrisi contagiosi,A cosa devono spalancare le porte dei cuori?,3,False,True,Improved
sorrisi contagiosi,Chi incontrano per strada?,2,True,True,Stayed Correct
sorrisi contagiosi,Con chi passa la giornata Laura?,2,True,True,Stayed Correct
sorrisi contagiosi,Cosa capisce Laura alla fine?,2,False,False,Stayed Wrong
sorrisi contagiosi,"Cosa contagia più di tutto, secondo la zia?",3,True,True,Stayed Correct
sorrisi contagiosi,Cosa decidono di fare Laura e la zia tutto il giorno?,2,True,True,Stayed Correct
sorrisi contagiosi,Cosa fanno al signor Scontroso?,2,True,True,Stayed Correct
sorrisi contagiosi,Cosa fanno insieme?,2,True,True,Stayed Correct
sorrisi contagiosi,Cosa succede al signor Scontroso?,2,True,True,Stayed Correct
sorrisi contagiosi,Cosa vuole insegnarle la zia?,2,True,True,Stayed Correct
