Story_Title,Question,User_Answer,Correct_Answer,Is_Correct,Date
destinazione norvegia,Con chi viaggiava?,con tutta la famiglia e la tata,con tutta la famiglia e la tata,True,2025-08-05 09:21:19
destinazione norvegia,Come viaggiavano?,in nave e treno,in nave e treno,True,2025-08-05 09:21:37
destinazione norvegia,Quanto durava il viaggio?,quattro giorni,quattro giorni,True,2025-08-05 09:22:44
destinazione norvegia,Dove arrivavano alla fine?,a oslo,sull’isola di tjøme,False,2025-08-05 09:23:12
destinazione norvegia,Cosa faceva la mamma prima del viaggio?,prenotava tutto e preparava i bagagli,prenotava tutto e preparava i bagagli,True,2025-08-05 09:24:15
destinazione norvegia,Cosa facevano i bambini durante il viaggio in battello costiero?,erano ansiosi e felici,erano ansiosi e felici,True,2025-08-05 09:24:33
destinazione norvegia,Cosa amavano i bambini della traversata?,il mare calmo e gli imbarcaderi,il mare calmo e gli imbarcaderi,True,2025-08-05 09:25:46
destinazione norvegia,Come descrive l’autore Tjøme?,un luogo meraviglioso,un luogo meraviglioso,True,2025-08-05 09:25:59
destinazione norvegia,Chi non soffriva mai il mal di mare?,la mamma,la mamma,True,2025-08-05 09:26:11
destinazione norvegia,Dove arrivavano alla fine?,sull’isola di tjøme,sull’isola di tjøme,True,2025-08-05 09:31:45
verso i mari del sud,In quale data parte il protagonista?,4 maggio 1699,4 maggio 1699,True,2025-08-25 14:44:51
verso i mari del sud,Qual è il nome della nave?,antilope,antilope,True,2025-08-25 14:45:31
verso i mari del sud,Chi è il comandante della nave?,prichard,prichard,True,2025-08-25 14:46:10
verso i mari del sud,Qual era la destinazione della nave?,indie orientali,indie orientali,True,2025-08-25 14:46:31
verso i mari del sud,Cosa accade a novembre?,una tempesta li porta fuori rotta,una tempesta li porta fuori rotta,True,2025-08-25 14:46:47
verso i mari del sud,Contro cosa si schianta la nave?,uno scoglio,uno scoglio,True,2025-08-25 14:47:01
verso i mari del sud,Quanti compagni riescono a scappare con il protagonista?,due,due,True,2025-08-25 14:47:08
verso i mari del sud,Cosa succede alla scialuppa?,si rompe,si rovescia,False,2025-08-25 14:47:22
verso i mari del sud,Come si salva il protagonista?,toccando il fondale sabbioso,toccando il fondale sabbioso,True,2025-08-25 14:47:28
verso i mari del sud,Come si sente il protagonista toccando il fondale?,impaurito,sollevato,False,2025-08-25 14:47:37
davanti al portone,Davanti a cosa si ferma il signor Veneranda?,un portone,un portone,True,2025-08-25 15:04:28
davanti al portone,Chi si affaccia alla finestra?,un signore,un signore,True,2025-08-25 15:04:41
davanti al portone,Cosa vuole fare il signore alla finestra?,lanciargli la chiave,lanciargli la chiave,True,2025-08-25 15:05:35
davanti al portone,Perché il signor Veneranda fischiava?,per passare il tempo,non si sa,False,2025-08-25 15:06:32
davanti al portone,Chi si arrabbia per il baccano?,la portinaia,un inquilino,False,2025-08-25 15:06:42
davanti al portone,Come definisce il signor Veneranda quella casa?,un manicomio,un manicomio,True,2025-08-25 15:07:51
davanti al portone,Cosa fa alla fine il signor Veneranda?,entra nel portone,saluta e se ne va,False,2025-08-25 15:08:21
davanti al portone,Qual è la reazione del signore al terzo piano?,è confuso,è confuso,True,2025-08-25 15:08:40
davanti al portone,Cosa pensa il signor Veneranda del dialogo?,che sia divertente,che sia assurdo,False,2025-08-25 15:08:51
davanti al portone,Come termina la situazione?,con un chiarimento,nessuna delle precedenti,False,2025-08-25 15:09:14
davanti al portone,Perché il signor Veneranda fischiava?,non si sa,non si sa,True,2025-08-25 15:13:28
davanti al portone,Chi si arrabbia per il baccano?,un inquilino,un inquilino,True,2025-08-25 15:13:42
davanti al portone,Cosa fa alla fine il signor Veneranda?,aspetta ancora,saluta e se ne va,False,2025-08-25 15:14:04
davanti al portone,Cosa pensa il signor Veneranda del dialogo?,che sia assurdo,che sia assurdo,True,2025-08-25 15:14:31
davanti al portone,Come termina la situazione?,con un litigio,nessuna delle precedenti,False,2025-08-25 15:14:42
il gatto osiride,Chi propone di avere un gatto?,la nonna,la nonna,True,2025-08-26 09:29:46
il gatto osiride,Come si chiama il gatto?,osiride,osiride,True,2025-08-26 09:30:05
il gatto osiride,Dove trova il gatto Elenuccia?,dal vicino,dalla nonna,False,2025-08-26 09:30:12
il gatto osiride,Come reagisce la mamma alla vista del gatto?,si arrabbia,si arrabbia,True,2025-08-26 09:30:52
il gatto osiride,Cosa fa Osiride quando capisce che si parla male di lui?,fa una cacchina,fa una cacchina,True,2025-08-26 09:31:07
il gatto osiride,Qual è la reazione del papà?,è allergico ai gatti,è allergico ai gatti,True,2025-08-26 09:31:21
il gatto osiride,Cosa fa Osiride per dispetto al papà?,mastica le foglie del bonsai,mastica le foglie del bonsai,True,2025-08-26 09:31:31
il gatto osiride,Cosa decide di fare Elenuccia?,riportarlo dalla nonna,riportarlo dalla nonna,True,2025-08-26 09:31:48
il gatto osiride,Dove trova il gatto Elenuccia?,dalla nonna,dalla nonna,True,2025-08-26 09:32:18
il gatto osiride,Dove vive Osiride alla fine?,dalla nonna,dalla nonna,True,2025-08-26 09:32:31
il gatto osiride,Come si comporta Osiride dalla nonna?,dorme sempre,non fa nulla di male,False,2025-08-26 09:32:41
il gatto osiride,Come si comporta Osiride dalla nonna?,non fa nulla di male,non fa nulla di male,True,2025-08-26 09:35:26
i doni di mio padre,Chi faceva i discorsi più belli con l’autore?,il papà,il papà,True,2025-09-02 09:16:56
i doni di mio padre,Cosa portava il papà ogni sera?,libri,regali,False,2025-09-02 09:17:39
i doni di mio padre,Quale fu il primo libro che il padre regalò all’autore?,i viaggi di gulliver,le mille e una notte,False,2025-09-02 09:17:52
i doni di mio padre,Cosa prometteva il papà all’autore?,un libro nuovo dopo averne finito uno,un libro nuovo dopo averne finito uno,True,2025-09-02 09:18:17
i doni di mio padre,In quale formato erano tutti i libri?,rettangolare,quadrato,False,2025-09-02 09:18:38
i doni di mio padre,Qual era il secondo libro ricevuto?,robinson crusoe,le fiabe dei fratelli grimm,False,2025-09-02 09:19:39
i doni di mio padre,Cosa contenevano questi libri secondo l’autore?,solo storie divertenti,ispirazione per la vita,False,2025-09-02 09:19:59
i doni di mio padre,Come erano i caratteri dei libri?,diversi ogni volta,sempre della stessa grandezza,False,2025-09-02 09:20:20
i doni di mio padre,Perché l’autore leggeva tanto?,per amore di suo padre,per amore di suo padre,True,2025-09-02 09:21:01
i doni di mio padre,Quale sentimento lega l’autore ai libri?,affetto,affetto,True,2025-09-02 09:21:32
i doni di mio padre,Quale fu il primo libro che il padre regalò all’autore?,le mille e una notte,le mille e una notte,True,2025-09-02 09:27:24
i doni di mio padre,In quale formato erano tutti i libri?,quadrato,quadrato,True,2025-09-02 09:27:41
i doni di mio padre,Qual era il secondo libro ricevuto?,le fiabe dei fratelli grimm,le fiabe dei fratelli grimm,True,2025-09-02 09:27:50
i doni di mio padre,Come erano i caratteri dei libri?,sempre della stessa grandezza,sempre della stessa grandezza,True,2025-09-02 09:28:15
vita in famiglia,Com’era la casa dove è nato l’autore?,piena di gente,piena di gente,True,2025-09-08 14:17:38
vita in famiglia,Chi si sedeva a capotavola?,il papà,la nonna materna,False,2025-09-08 14:18:05
vita in famiglia,Chi si sedeva a capotavola?,la nonna materna,la nonna materna,True,2025-09-08 14:18:41
vita in famiglia,Come era la nonna?,alta e snella,piccola ma eretta e fiera,False,2025-09-08 14:18:46
vita in famiglia,Com’era il padre dell’autore?,un burbero benefico,un burbero benefico,True,2025-09-08 14:19:33
vita in famiglia,Cosa faceva il padre se il figlio aveva la febbre?,restava a casa,restava a casa,True,2025-09-08 14:20:42
vita in famiglia,Quale gioco odiava il padre?,il pallone,il pallone,True,2025-09-08 14:20:46
vita in famiglia,Perché odiava il pallone?,faceva consumare le scarpe,faceva consumare le scarpe,True,2025-09-08 14:21:16
vita in famiglia,Quanto dovevano durare le scarpe secondo il padre?,dieci anni per gli adulti e meno anni per i ragazzi,dieci anni per gli adulti e quattro anni per i ragazzi,False,2025-09-08 14:21:58
vita in famiglia,Cosa faceva il padre appena tornava a casa?,si metteva in poltrona,si toglieva le scarpe per farle durare,False,2025-09-08 14:22:38
vita in famiglia,Come descrive l’autore i pranzi in famiglia?,confusi,come una festa,False,2025-09-08 14:23:09
vita in famiglia,Come era la nonna?,piccola ma eretta e fiera,piccola ma eretta e fiera,True,2025-09-08 14:26:13
vita in famiglia,Cosa faceva il padre appena tornava a casa?,si toglieva le scarpe per farle durare,si toglieva le scarpe per farle durare,True,2025-09-08 14:27:36
destinazione norvegia,Dove andava l’autore in vacanza da bambino?,in norvegia,in norvegia,True,2025-09-08 14:39:03
destinazione norvegia,Con chi viaggiava?,con tutta la famiglia e la tata,con tutta la famiglia e la tata,True,2025-09-08 14:39:25
destinazione norvegia,Come viaggiavano?,in nave e treno,in nave e treno,True,2025-09-08 14:41:16
destinazione norvegia,Quanto durava il viaggio?,quattro giorni,quattro giorni,True,2025-09-08 14:41:55
destinazione norvegia,Dove arrivavano alla fine?,sull’isola di tjøme,sull’isola di tjøme,True,2025-09-08 14:43:34
destinazione norvegia,Cosa facevano i bambini durante il viaggio in battello costiero?,erano ansiosi e felici,erano ansiosi e felici,True,2025-09-08 14:47:25
destinazione norvegia,Cosa faceva la mamma prima del viaggio?,prenotava tutto e preparava i bagagli,prenotava tutto e preparava i bagagli,True,2025-09-08 14:49:42
destinazione norvegia,Cosa faceva la mamma prima del viaggio?,prenotava alcune tappe,prenotava tutto e preparava i bagagli,False,2025-09-08 14:49:42
destinazione norvegia,Come descrive l’autore Tjøme?,un luogo meraviglioso,un luogo meraviglioso,True,2025-09-08 14:50:53
destinazione norvegia,Chi non soffriva mai il mal di mare?,la mamma,la mamma,True,2025-09-08 14:51:23
destinazione norvegia,Cosa amavano i bambini della traversata?,il mare calmo e gli imbarcaderi,il mare calmo e gli imbarcaderi,True,2025-09-08 14:51:52
la scomparsa del lunedì,Perché il lunedì si chiude in casa?,è offeso,è offeso,True,2025-09-08 16:14:15
la scomparsa del lunedì,Chi prende in giro il lunedì?,la domenica,la domenica,True,2025-09-08 16:14:33
la scomparsa del lunedì,Qual è la reazione delle persone alla scomparsa del lunedì?,si lamentano,si lamentano,True,2025-09-08 16:14:38
la scomparsa del lunedì,Chi forma una fila davanti alla casa del lunedì?,la gente,la gente,True,2025-09-08 16:14:47
la scomparsa del lunedì,Chi fa cambiare idea al lunedì?,un bambino,un bambino,True,2025-09-08 16:15:47
la scomparsa del lunedì,Perché il bambino piange?,non può vedere la nonna,non può vedere la nonna,True,2025-09-08 16:15:52
la scomparsa del lunedì,Come si sente il lunedì alla fine?,vergognoso,vergognoso,True,2025-09-08 16:16:01
la scomparsa del lunedì,Cosa fa il lunedì alla fine?,aspetta la nonna con il bambino,aspetta la nonna con il bambino,True,2025-09-08 16:16:13
la scomparsa del lunedì,Come finisce la storia?,il lunedì ritorna,il lunedì ritorna,True,2025-09-08 16:16:24
la scomparsa del lunedì,Chi aspetta il bambino alla fine?,la nonna,la nonna,True,2025-09-08 16:16:39
tre volte bau,Chi vola sopra la pianura?,un aquilotto,un aquilotto,True,2025-09-09 08:36:46
tre volte bau,Cosa deve portare l’aquilotto per essere accolto dalle aquile adulte?,una pecora,una pecora,True,2025-09-09 08:36:55
tre volte bau,Dove trova il gregge l’aquilotto?,lungo un fiume,lungo un fiume,True,2025-09-09 08:37:04
tre volte bau,Cosa afferra l’aquilotto in picchiata?,un cane,una pecora,False,2025-09-09 08:37:20
tre volte bau,Cosa dice l’aquilotto all’aquila reale?,di aver compiuto la missione,di aver compiuto la missione,True,2025-09-09 08:37:29
tre volte bau,Che verso fa l’animale rapito?,"bau, bau, bau","bau, bau, bau",True,2025-09-09 08:37:40
tre volte bau,Come reagiscono le aquile adulte?,si arrabbiano,si arrabbiano,True,2025-09-09 08:37:47
tre volte bau,Cosa deve fare l’aquilotto?,riportare l’animale,riportare l’animale,True,2025-09-09 08:37:59
tre volte bau,Come si sente l’aquilotto?,imbarazzato,imbarazzato,True,2025-09-09 08:38:08
tre volte bau,Come si salva la pecorella?,con l’aiuto del pastore,grazie al verso del cane imparato,False,2025-09-09 08:38:15
tre volte bau,Come si salva la pecorella?,grazie al verso del cane imparato,grazie al verso del cane imparato,True,2025-09-09 08:42:00
la scomparsa del lunedì,Perché il lunedì si chiude in casa?,è offeso,è offeso,True,2025-09-10 15:07:50
la scomparsa del lunedì,Chi prende in giro il lunedì?,la domenica,la domenica,True,2025-09-10 15:08:06
la scomparsa del lunedì,Qual è la reazione delle persone alla scomparsa del lunedì?,si lamentano,si lamentano,True,2025-09-10 15:08:14
la scomparsa del lunedì,Chi forma una fila davanti alla casa del lunedì?,la gente,la gente,True,2025-09-10 15:08:30
la scomparsa del lunedì,Chi fa cambiare idea al lunedì?,un bambino,un bambino,True,2025-09-10 15:08:40
la scomparsa del lunedì,Perché il bambino piange?,non può vedere la nonna,non può vedere la nonna,True,2025-09-10 15:08:49
la scomparsa del lunedì,Come si sente il lunedì alla fine?,vergognoso,vergognoso,True,2025-09-10 15:09:04
la scomparsa del lunedì,Cosa fa il lunedì alla fine?,aspetta la nonna con il bambino,aspetta la nonna con il bambino,True,2025-09-10 15:09:34
la scomparsa del lunedì,Come finisce la storia?,il lunedì ritorna,il lunedì ritorna,True,2025-09-10 15:09:59
la scomparsa del lunedì,Chi aspetta il bambino alla fine?,la nonna,la nonna,True,2025-09-10 15:10:08
la testimone oculare,A che ora si verifica l'incidente?,quasi le 20,quasi le 20,True,2025-09-12 16:49:53
la testimone oculare,Chi è coinvolto nell’incidente con la macchina?,un ciclista,un ciclista,True,2025-09-12 16:50:00
la testimone oculare,Chi viene chiamato a risolvere la questione?,la polizia,la polizia,True,2025-09-12 16:50:08
la testimone oculare,Chi sostiene di aver visto l'incidente?,una donna alla finestra,una donna alla finestra,True,2025-09-12 16:50:18
la testimone oculare,Come si chiama il maresciallo?,kiesling,hornig,False,2025-09-12 16:50:32
la testimone oculare,Come reagisce la donna quando viene interrogata?,nega di conoscere i coinvolti,nega di conoscere i coinvolti,True,2025-09-12 16:50:41
la testimone oculare,Chi accusa la donna di mentire?,l’automobilista,l’automobilista,True,2025-09-12 16:50:55
la testimone oculare,Cosa fa la donna quando viene accusata?,minaccia di dimostrare chi mente,minaccia di dimostrare chi mente,True,2025-09-12 16:51:35
la testimone oculare,Come si comporta il maresciallo alla fine?,accusa la donna di essere bugiarda,accusa la donna di essere bugiarda,True,2025-09-12 16:51:56
la testimone oculare,Come finisce la situazione?,con il maresciallo che smaschera la bugia,con il maresciallo che smaschera la bugia,True,2025-09-12 16:52:12
i doni di mio padre,Chi faceva i discorsi più belli con l’autore?,il papà,il papà,True,2025-09-15 14:34:12
i doni di mio padre,Cosa portava il papà ogni sera?,regali,regali,True,2025-09-15 14:34:33
i doni di mio padre,Quale fu il primo libro che il padre regalò all’autore?,le mille e una notte,le mille e una notte,True,2025-09-15 14:35:20
i doni di mio padre,Cosa prometteva il papà all’autore?,un libro nuovo dopo averne finito uno,un libro nuovo dopo averne finito uno,True,2025-09-15 14:35:44
i doni di mio padre,In quale formato erano tutti i libri?,quadrato,quadrato,True,2025-09-15 14:38:34
i doni di mio padre,Qual era il secondo libro ricevuto?,le fiabe dei fratelli grimm,le fiabe dei fratelli grimm,True,2025-09-15 14:39:24
i doni di mio padre,Cosa contenevano questi libri secondo l’autore?,ispirazione per la vita,ispirazione per la vita,True,2025-09-15 14:40:30
i doni di mio padre,Come erano i caratteri dei libri?,sempre della stessa grandezza,sempre della stessa grandezza,True,2025-09-15 14:41:17
i doni di mio padre,Perché l’autore leggeva tanto?,per amore di suo padre,per amore di suo padre,True,2025-09-15 14:42:19
i doni di mio padre,Quale sentimento lega l’autore ai libri?,affetto,affetto,True,2025-09-15 14:42:34
il lavoro di mio padre,Che compito aveva assegnato la maestra?,scrivere un tema,scrivere un tema,True,2025-09-22 16:05:36
il lavoro di mio padre,Cosa ha scritto Prisca nel tema?,che suo padre ruba,che suo padre ruba,True,2025-09-22 16:06:01
il lavoro di mio padre,Cosa ha visto Prisca nel sacco del padre?,gioielli e denaro,gioielli e denaro,True,2025-09-22 16:06:14
il lavoro di mio padre,Dove ha portato il padre la famiglia?,in america,in america,True,2025-09-22 16:06:30
il lavoro di mio padre,Come reagisce la maestra al tema?,si arrabbia,si arrabbia,True,2025-09-22 16:06:38
il lavoro di mio padre,Chi è il padre di Prisca?,un avvocato,un avvocato,True,2025-09-22 16:06:55
il lavoro di mio padre,Perché Prisca ha scritto così?,perché le piace scrivere temi di fantasia,perché le piace scrivere temi di fantasia,True,2025-09-22 16:07:06
il lavoro di mio padre,Come si sente Prisca quando viene sgridata?,sconcertata,sconcertata,True,2025-09-22 16:07:41
il lavoro di mio padre,"Secondo Prisca, il suo tema era…",bello,bello,True,2025-09-22 16:07:58
il lavoro di mio padre,Come risponde Prisca alla maestra?,dice che fa sempre temi di fantasia,dice che fa sempre temi di fantasia,True,2025-09-22 16:08:10
il lavoro di mio padre,Che compito aveva assegnato la maestra?,scrivere un tema,scrivere un tema,True,2025-09-29 14:20:42
il lavoro di mio padre,Cosa ha scritto Prisca nel tema?,che suo padre è dottore,che suo padre ruba,False,2025-09-29 14:22:08
il lavoro di mio padre,Cosa ha scritto Prisca nel tema?,che suo padre ruba,che suo padre ruba,True,2025-09-29 14:23:14
il lavoro di mio padre,Cosa ha visto Prisca nel sacco del padre?,gioielli e denaro,gioielli e denaro,True,2025-09-29 14:23:51
il lavoro di mio padre,Dove ha portato il padre la famiglia?,in america,in america,True,2025-09-29 14:24:34
il lavoro di mio padre,Come reagisce la maestra al tema?,si arrabbia,si arrabbia,True,2025-09-29 14:24:55
il lavoro di mio padre,Chi è il padre di Prisca?,un avvocato,un avvocato,True,2025-09-29 14:28:12
il lavoro di mio padre,Perché Prisca ha scritto così?,perché le piace scrivere temi di fantasia,perché le piace scrivere temi di fantasia,True,2025-09-29 14:28:28
il lavoro di mio padre,Come si sente Prisca quando viene sgridata?,sconcertata,sconcertata,True,2025-09-29 14:28:39
il lavoro di mio padre,"Secondo Prisca, il suo tema era…",bello,bello,True,2025-09-29 14:30:03
il lavoro di mio padre,Come risponde Prisca alla maestra?,dice la verità sulla professione di suo padre,dice che fa sempre temi di fantasia,False,2025-09-29 14:30:21
vita in famiglia,Com’era la casa dove è nato l’autore?,piena di gente,piena di gente,True,2025-09-29 15:51:04
vita in famiglia,Chi si sedeva a capotavola?,la nonna materna,la nonna materna,True,2025-09-29 15:51:16
vita in famiglia,Come era la nonna?,piccola ma eretta e fiera,piccola ma eretta e fiera,True,2025-09-29 15:52:21
vita in famiglia,Com’era il padre dell’autore?,un burbero benefico,un burbero benefico,True,2025-09-29 15:52:41
vita in famiglia,Cosa faceva il padre se il figlio aveva la febbre?,restava a casa,restava a casa,True,2025-09-29 15:52:48
vita in famiglia,Quale gioco odiava il padre?,il pallone,il pallone,True,2025-09-29 15:53:07
vita in famiglia,Perché odiava il pallone?,faceva consumare le scarpe,faceva consumare le scarpe,True,2025-09-29 15:53:15
vita in famiglia,Quanto dovevano durare le scarpe secondo il padre?,dieci anni per gli adulti e meno anni per i ragazzi,dieci anni per gli adulti e quattro anni per i ragazzi,False,2025-09-29 15:53:24
vita in famiglia,Cosa faceva il padre appena tornava a casa?,si toglieva le scarpe per farle durare,si toglieva le scarpe per farle durare,True,2025-09-29 15:53:34
vita in famiglia,Come descrive l’autore i pranzi in famiglia?,come una festa,come una festa,True,2025-09-29 15:53:40
la testimone oculare,A che ora si verifica l'incidente?,quasi le 20,quasi le 20,True,2025-09-29 16:06:31
la testimone oculare,Chi è coinvolto nell’incidente con la macchina?,un ciclista,un ciclista,True,2025-09-29 16:06:42
la testimone oculare,Chi viene chiamato a risolvere la questione?,la polizia,la polizia,True,2025-09-29 16:06:54
la testimone oculare,Chi sostiene di aver visto l'incidente?,una donna alla finestra,una donna alla finestra,True,2025-09-29 16:07:06
la testimone oculare,Come si chiama il maresciallo?,hornig,hornig,True,2025-09-29 16:07:19
la testimone oculare,Come reagisce la donna quando viene interrogata?,nega di conoscere i coinvolti,nega di conoscere i coinvolti,True,2025-09-29 16:09:14
la testimone oculare,Chi accusa la donna di mentire?,marquard,l’automobilista,False,2025-09-29 16:09:29
la testimone oculare,Cosa fa la donna quando viene accusata?,minaccia di dimostrare chi mente,minaccia di dimostrare chi mente,True,2025-09-29 16:10:00
la testimone oculare,Cosa fa la donna quando viene accusata?,tira qualcosa,minaccia di dimostrare chi mente,False,2025-09-29 16:10:00
la testimone oculare,Come si comporta il maresciallo alla fine?,accusa la donna di essere bugiarda,accusa la donna di essere bugiarda,True,2025-09-29 16:12:01
la testimone oculare,Come finisce la situazione?,con il maresciallo che smaschera la bugia,con il maresciallo che smaschera la bugia,True,2025-09-29 16:12:03
il gatto osiride,Chi propone di avere un gatto?,la nonna,la nonna,True,2025-10-06 15:24:37
il gatto osiride,Come si chiama il gatto?,osiride,osiride,True,2025-10-06 15:24:45
il gatto osiride,Dove trova il gatto Elenuccia?,dalla nonna,dalla nonna,True,2025-10-06 15:24:50
il gatto osiride,Come reagisce la mamma alla vista del gatto?,si arrabbia,si arrabbia,True,2025-10-06 15:25:06
il gatto osiride,Cosa fa Osiride quando capisce che si parla male di lui?,fa una cacchina,fa una cacchina,True,2025-10-06 15:25:15
il gatto osiride,Qual è la reazione del papà?,è allergico ai gatti,è allergico ai gatti,True,2025-10-06 15:25:29
il gatto osiride,Cosa fa Osiride per dispetto al papà?,mastica le foglie del bonsai,mastica le foglie del bonsai,True,2025-10-06 15:25:36
il gatto osiride,Cosa decide di fare Elenuccia?,riportarlo dalla nonna,riportarlo dalla nonna,True,2025-10-06 15:25:44
il gatto osiride,Dove vive Osiride alla fine?,dalla nonna,dalla nonna,True,2025-10-06 15:25:54
il gatto osiride,Come si comporta Osiride dalla nonna?,non fa nulla di male,non fa nulla di male,True,2025-10-06 15:25:59
la scomparsa del lunedì,Perché il lunedì si chiude in casa?,è offeso,è offeso,True,2025-10-06 15:33:19
la scomparsa del lunedì,Chi prende in giro il lunedì?,la domenica,la domenica,True,2025-10-06 15:33:27
la scomparsa del lunedì,Qual è la reazione delle persone alla scomparsa del lunedì?,si lamentano,si lamentano,True,2025-10-06 15:33:33
la scomparsa del lunedì,Chi forma una fila davanti alla casa del lunedì?,la gente,la gente,True,2025-10-06 15:33:42
la scomparsa del lunedì,Chi fa cambiare idea al lunedì?,un bambino,un bambino,True,2025-10-06 15:33:51
la scomparsa del lunedì,Perché il bambino piange?,non può vedere la nonna,non può vedere la nonna,True,2025-10-06 15:33:59
la scomparsa del lunedì,Come si sente il lunedì alla fine?,vergognoso,vergognoso,True,2025-10-06 15:34:08
la scomparsa del lunedì,Cosa fa il lunedì alla fine?,aspetta la nonna con il bambino,aspetta la nonna con il bambino,True,2025-10-06 15:34:16
la scomparsa del lunedì,Come finisce la storia?,il lunedì ritorna,il lunedì ritorna,True,2025-10-06 15:34:24
la scomparsa del lunedì,Chi aspetta il bambino alla fine?,la nonna,la nonna,True,2025-10-06 15:34:35
tre volte bau,Chi vola sopra la pianura?,un aquilotto,un aquilotto,True,2025-10-10 14:17:37
tre volte bau,Cosa deve portare l’aquilotto per essere accolto dalle aquile adulte?,una pecora,una pecora,True,2025-10-10 14:22:54
tre volte bau,Dove trova il gregge l’aquilotto?,lungo un fiume,lungo un fiume,True,2025-10-10 14:23:06
tre volte bau,Cosa afferra l’aquilotto in picchiata?,una pecora,una pecora,True,2025-10-10 14:23:43
tre volte bau,Cosa dice l’aquilotto all’aquila reale?,di aver compiuto la missione,di aver compiuto la missione,True,2025-10-10 14:24:19
tre volte bau,Che verso fa l’animale rapito?,"bau, bau, bau","bau, bau, bau",True,2025-10-10 14:24:34
tre volte bau,Come reagiscono le aquile adulte?,si mettono a ridere,si arrabbiano,False,2025-10-10 14:24:57
tre volte bau,Come reagiscono le aquile adulte?,si arrabbiano,si arrabbiano,True,2025-10-10 14:24:57
tre volte bau,Cosa deve fare l’aquilotto?,riportare l’animale,riportare l’animale,True,2025-10-10 14:25:45
tre volte bau,Come si sente l’aquilotto?,imbarazzato,imbarazzato,True,2025-10-10 14:26:01
tre volte bau,Come si salva la pecorella?,con l’aiuto del pastore,grazie al verso del cane imparato,False,2025-10-10 14:26:11
tre volte bau,Come si salva la pecorella?,grazie al verso del cane imparato,grazie al verso del cane imparato,True,2025-10-10 14:26:11
